1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000073133,0.5000463774161945,0.5967360028168088,0.7372010446377106,0.8251964676638861,0.8860814298067765,0.9303956570416128,0.9628017145326353,0.9842455193007117,0.9941842936887144,0.9975385386920124,0.998718038069751,0.9992158393336557,0.9994637154830521
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000089487,0.5000511473525795,0.5967830956119945,0.7372017126953155,0.8251969801442619,0.8860851706561548,0.9304470314074791,0.9632419361052442,0.9852907604873078,0.9948833639255806,0.997848141334057,0.9988539161504726,0.9992735100529628,0.999480109107556
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000109754,0.5000566294311245,0.5968393740616822,0.7372027765835033,0.8251980960489274,0.8860963750817856,0.930647243118089,0.9650258447617909,0.9878133040549504,0.9947604565767971,0.9960103613705455,0.99602411688075,0.9957208667130311,0.9953198298026971
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000141558,0.5000646361417859,0.596927491015224,0.7372053228461405,0.8252029787004435,0.8862203294624633,0.9350136731912055,0.9657346890751425,0.9626161130821553,0.9589245949907628,0.9561701191474066,0.9539405421921228,0.9520449590569673,0.9503901629846038
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000184938,0.5000748827323517,0.5970538212661396,0.7372123814986743,0.8252551578869147,0.8966347230489631,0.9180425710519171,0.9102894627498057,0.906800468797752,0.9043592559999907,0.902387791643277,0.9007099470558065,0.8992462210977142,0.897950653660321
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000261968,0.5000921786370925,0.5973134078003073,0.7372660628106822,0.8512892443842432,0.8649613526248014,0.8592035733725609,0.8565679584462215,0.8546418119627944,0.8530571180624276,0.8516977451889933,0.850507615637311,0.8494523987674254,0.8485082270126955
0.5,0.5,0.5,0.5,0.5,0.5,0.500000000038509,0.5001191869329852,0.5978904086482919,0.7416738687365647,0.8257727800653392,0.8197170527035255,0.81744624821331,0.8158409131778054,0.8145304438122308,0.8134093610357289,0.8124289590422255,0.8115600139084973,0.8107824272735885,0.8100813209549578
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000657371,0.5001813261861224,0.6011122038528407,0.7900400420948341,0.7816047271596207,0.7796451339577387,0.7783934726040289,0.777394880026161,0.7765449131810047,0.7758012880150081,0.7751405077321393,0.774547103820979,0.774009913260715,0.7735204399816809
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000001247179,0.5003452453944401,0.7860767882179089,0.7515411126168043,0.7493062560712408,0.7483249158031431,0.7476059217334368,0.7470043387050456,0.7464771696104963,0.7460051119195754,0.7455770304503372,0.7451854804934277,0.7448250303575051,0.744491497953992
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000003351944,0.501719629459735,0.723827468705442,0.7192313946651667,0.7185229122663089,0.7181603793909506,0.7178756897834174,0.7176202428539056,0.7173809496356309,0.717153401686983,0.7169358273114637,0.7167273609978505,0.7165274679290881,0.7163357363824101
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000013282081,0.7336403704898551,0.6949675734284032,0.6938836524473885,0.6938557409357788,0.6939057831384471,0.6939379136536342,0.6939415408490105,0.6939198009866707,0.6938778484953229,0.6938204267755536,0.6937514304308001,0.6936739404413719,0.6935903612782786
0.5,0.5,0.5,0.5,0.5,0.5,0.5000000207270581,0.6763371600756836,0.668952522166032,0.6691954212096844,0.6696849122626103,0.6701002019186856,0.6704228775992613,0.6706667833382889,0.6708477442241819,0.6709790994436878,0.6710714022178508,0.6711328780747388,0.6711699334061653,0.6711875790789029
0.5,0.5,0.5,0.5,0.5,0.5,0.5000154616798964,0.6497058629307841,0.6481993551996263,0.6491063158900854,0.6499642082719534,0.6506574111604564,0.651204916880146,0.6516358522122973,0.6519749938843777,0.6522417604694825,0.6524511224401528,0.652614636913317,0.6527412850088561,0.65283810353677
0.5,0.5,0.5,0.5,0.5,0.5000000000000003,0.6614265180977389,0.6270234414698677,0.627745059534406,0.6291672689273307,0.6303616650642855,0.631316842188448,0.6320781723851308,0.6326875759252937,0.6331778820187739,0.6335741458116159,0.6338954910691146,0.6341566302787136,0.6343689933005872,0.634541548772081
0.5,0.5,0.5,0.5,0.5,0.49999999999997535,0.6243994142004771,0.6092207746366454,0.610924219326102,0.6127143292994018,0.6141699884829139,0.6153321775526202,0.6162633974058812,0.6170149086205687,0.6176257006820829,0.6181252276191656,0.6185358857090106,0.61887488655132,0.6191556054262242,0.6193885487549036
0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999982,0.4999999998740918,0.5965062563227902,0.5916936362053801,0.5940711271971727,0.5961967309028768,0.5979020022277843,0.5992642094967363,0.6003602261707061,0.6012498199710876,0.6019777801161869,0.6025777642525225,0.6030753197686943,0.6034900751005287,0.6038372919533941,0.6041289705489131
0.49999999999999867,0.4999999999999985,0.4999999999999981,0.4999999999999953,0.49999999999992845,0.5001711479946818,0.5778603953062906,0.5772373424526642,0.5800495401741501,0.58243338075605,0.5843370902711976,0.5858598347954184,0.5870886395797921,0.5880897099537047,0.5889123582966851,0.5895935697185027,0.5901614064911712,0.59063743551676,0.5910384364238268,0.5913776140802516
0.49999999999995987,0.49999999999995476,0.49999999999994127,0.4999999999998424,0.4999999999959124,0.6067537185361658,0.5611677526619953,0.5627120198644071,0.5658804082180123,0.5685038886741165,0.5705975830021122,0.5722759056630335,0.5736341708197332,0.574744289226696,0.5756597491615668,0.5764206770358418,0.5770575410066558,0.5775937781775096,0.5780476410032532,0.5784335078873273
0.49999999999919525,0.49999999999909617,0.4999999999988235,0.4999999999966189,0.4999999998252565,0.5861639388362225,0.5481083317206746,0.5506328359151645,0.554029572974451,0.5568280237655272,0.559067335476272,0.5608676954209708,0.5623288139807029,0.5635262377797803,0.5645163715105702,0.5653416491531693,0.5660343607881376,0.5666193878233053,0.5671161353809561,0.5675399089921691
0.49999999998094447,0.4999999999787052,0.4999999999722426,0.4999999999135727,0.49999998548981556,0.5650925691412466,0.5355291698267571,0.538538989594262,0.5420633573424173,0.5449904127146551,0.5473505458109632,0.5492584368304041,0.5508133094037463,0.5520919960814071,0.5531525963411077,0.5540391749989745,0.5547854486520432,0.5554175012327504,0.555955736788011,0.5564162868325514
