1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.565517241379338,0.5655172749430101,0.5696163959933918,0.798630456521946,0.9620432724611065,0.995242976460963,0.9987329671672406,0.9994308556647538,0.9996672371151325,0.9997744778911218,0.9998324868210848,0.9998677069795038,0.9998908943685034
0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793439,0.5655172813058119,0.5699589667100596,0.7991701143223575,0.9626435793862633,0.9953905004849224,0.9987663096514566,0.9994428923844895,0.9996730693483233,0.9997778588216439,0.9998346894496833,0.9998692626033323,0.9998920592512837
0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793512,0.5655172890240107,0.5703358426582055,0.7998001177693232,0.9634002918550758,0.9955654515544614,0.9988050232798921,0.9994567915335869,0.9996797936568091,0.9997817561721656,0.9998372294543718,0.9998710575903019,0.9998934043204573
0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793621,0.5655173008978587,0.5708622427740033,0.8007722146046988,0.9646712280378167,0.9958323385346975,0.9988624503876633,0.9994772292960994,0.9996896155062261,0.9997874026994644,0.9998408707998974,0.9998735970776074,0.9998952772902403
0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793103,0.5655172413793765,0.5655173168667147,0.5715108125007138,0.8021905544822486,0.966701366620505,0.9961899301502882,0.99892729600204,0.9994911225682152,0.9996883705140575,0.9997798509011923,0.9998300627488836,0.9998608474427375,0.9998812471423415
0.56551724137931,0.56551724137931,0.56551724137931,0.56551724137931,0.5655172413793099,0.56551724137931,0.5655172413793098,0.5655172413794004,0.5655173451589149,0.5725862675709948,0.8054916203987006,0.971453968894186,0.995682842080962,0.9975824847127842,0.997919902891373,0.99800855000071,0.9980326091382619,0.9980352901247851,0.9980300638588196,0.9980219059405011
0.5655172413792795,0.5655172413792788,0.565517241379278,0.5655172413792761,0.5655172413792727,0.5655172413792662,0.5655172413792504,0.5655172413793236,0.5655173912922349,0.5743159987156705,0.8168054830169131,0.9633942410061063,0.9671371454626262,0.966193630887198,0.965572477894676,0.9651650501850382,0.9648770212209503,0.9646612057641807,0.9644925126934666,0.9643564479295926
0.5655172413749503,0.5655172413748702,0.565517241374737,0.5655172413745044,0.5655172413740708,0.5655172413731714,0.5655172413709172,0.565517241362752,0.5655175001028184,0.5789516176535905,0.8698111543569649,0.869347792158097,0.8664195978262241,0.8655161879242814,0.8650921705203595,0.8648436813646881,0.8646781850721394,0.8645587278552933,0.8644676973477916,0.8643955989346863
0.5655172410796765,0.5655172410748943,0.5655172410668121,0.5655172410524628,0.5655172410251679,0.5655172409671582,0.5655172408163875,0.5655172402131288,0.5655177643601521,0.5998795954126668,0.7886268919176922,0.7811265726111801,0.7799028098809234,0.7794823009900693,0.7792764133431973,0.7791541293619687,0.7790724743792897,0.7790136097307254,0.778968864159451,0.7789335189475203
0.5655172177768366,0.56551721746794,0.5655172169372864,0.5655172159774625,0.5655172141122006,0.5655172100440924,0.5655171990725291,0.5655171513618664,0.5655180337389063,0.7404204140432286,0.7073467578373014,0.7048824531633158,0.7042688755301519,0.7040139486430652,0.7038763439723857,0.7037898438765866,0.7037299577105127,0.7036857080534543,0.7036514690558768,0.7036240593902707
