1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
NaN,0.5643499380586199,0.56434993805862,0.5643499380586198,0.5643499380586201,0.56434993805862,0.5643499380586199,0.5643499380586199,0.56434993805862,0.5643499380586199,0.56434993805862,0.5643499380586199,0.5643499380586199,0.56434993805862,0.5643499380586199,0.5643499380586201,0.5643499380586199,0.5643499380586199,0.5643499380586199,0.5643499380586199
2.77032040008755e-82,5.171071355095691e-53,6.483847823025777e-33,4.1612645910142745e-18,6.78248906872697e-7,0.11542363741455225,0.2719126573050077,0.35921040397779186,0.4146100477882659,0.4527840457245097,0.48063633960924385,0.5018303686712706,0.5184858280146825,0.531912237836906,0.542961277103532,0.5522102973084068,0.5600642796171009,0.5668155470578954,0.5726803057645278,0.5778218538034428
5.937793694961159e-77,2.4137641878032787e-60,2.014945774996449e-46,1.6893115838375118e-34,3.885693679660558e-24,4.629812084537299e-15,3.6059382274564514e-7,0.05720690120486253,0.23098822471672312,0.33533155351772853,0.4037426048216063,0.4517381303972697,0.48711185882228414,0.5141786406413413,0.5355081005314593,0.5527200437573571,0.5668831896493111,0.578729554323101,0.5887764638888944,0.5973993541414748
3.0370007256951704e-71,1.3384357450332908e-59,4.846430696878655e-49,2.2247143529118004e-39,1.768226291830028e-30,3.0291406873886217e-22,1.2652575172485546e-14,1.1937995028933772e-7,0.028181245488978754,0.2231930897777298,0.345863464426486,0.42508605034262303,0.4796744883063368,0.5191754461666997,0.5488703532284436,0.5718845714553535,0.5901702082799061,0.6050017282733685,0.6172424620165872,0.6274957741070597
4.138942131749383e-65,4.0446051337261346e-56,1.2926567411610084e-47,1.5603121496051705e-39,7.932352259907445e-32,1.833210128799878e-24,1.9928822714918295e-17,9.638088742460279e-11,0.0001288192281385744,0.14152533849049928,0.329852758105211,0.44318838105273284,0.515707886865918,0.5647435323280363,0.5994684048592201,0.62501607413111,0.6444139614552341,0.6595334174305421,0.6715799552497497,0.6813585570963422
1.721973519277765e-58,3.754349323849908e-51,5.050607917687981e-44,4.428364266387968e-37,2.638837778965301e-30,1.0967093286578072e-23,3.172050300737148e-17,5.920128796833114e-11,4.696426892588102e-5,0.14162522876192124,0.4254525415867151,0.5962830595451163,0.695339391265456,0.7459379380440786,0.7567300581381271,0.7586634859103953,0.7599770139429045,0.7611335269398612,0.7621709104484522,0.7631071723605589
2.604930028767375e-51,4.2844127189628624e-45,6.064194691127931e-39,7.594885427807503e-33,8.618204460571826e-27,9.015956384603107e-21,8.723157127465539e-15,7.440595805464512e-9,0.0034391306699641847,0.7599579294566604,0.7629699918420311,0.7655298928654541,0.7677321293176784,0.7696466293101722,0.7713262366075616,0.7728116201056324,0.774134584577794,0.7753203580695925,0.7763892064968889,0.7773575953040114
1.8294139848235227e-43,4.782081539241565e-38,1.321971419739218e-32,4.017069216595138e-27,1.4348752508467202e-21,7.259197327561253e-16,3.0857970111263296e-9,0.7636279416905285,0.7676749596863848,0.7710629206201915,0.7739401692201047,0.7764137651171643,0.7785628739074583,0.7804472756984796,0.7821129446703062,0.7835958099391866,0.7849243525507655,0.7861214375736943,0.7872056314747934,0.788192165730883
9.074394014881406e-35,6.861301737403463e-30,7.258501102656503e-25,1.6811464383059154e-19,0.7570806548948774,0.763639859345428,0.7689483184101216,0.7733305595284796,0.7770083468305137,0.7801381885995541,0.7828336018350692,0.7851788755003868,0.7872378807430281,0.7890598841057376,0.7906834863816059,0.7921393546727211,0.7934521572058868,0.7946419592497428,0.7957252471949836,0.7967156912704892
1.355230513656082e-24,8.745814486451317e-19,0.752839966644598,0.7611990969018916,0.7678795730841653,0.7733366133299662,0.7778757135606656,0.7817091139017476,0.7849886584417985,0.7878257472232892,0.7903039041372228,0.7924869506557797,0.794424472686926,0.7961555683754834,0.7977114743201152,0.7991174422063753,0.8003941035594092,0.8015584780898414,0.8026247294874687,0.8036047393751478
0.7480251685680536,0.7579334695933014,0.7658156745471421,0.772228321180779,0.7775433301329353,0.7820179731951582,0.7858355411579737,0.7891299740174142,0.7920013265390874,0.7945257921362664,0.7967623839242882,0.7987574993407679,0.8005481082567457,0.8021640240103346,0.8036295500941449,0.8049646934101777,0.8061860712580304,0.8073075984012311,0.8083410138746967,0.8092962894257111
0.7644582319320559,0.7714101920966874,0.777196330333004,0.7820841085678879,0.7862657689106146,0.7898828067392963,0.7930415515716974,0.7958233802696316,0.7982915882571127,0.8004961211164244,0.8024769014927373,0.8042662126547,0.8058904354098383,0.8073713334294919,0.8087270178120669,0.8099726802574748,0.8111211569393945,0.8121833668769801,0.8131686561501313,0.8140850706845186
0.7780942553604978,0.7830006372986026,0.7872380424238553,0.790933253824554,0.7941832018360456,0.7970631902848742,0.7996325656894624,0.8019387041468626,0.8040198670637901,0.8059072810616239,0.8076266760170637,0.8091994383031568,0.8106434865702566,0.8119739446393449,0.8132036641074649,0.8143436342905742,0.8154033067697686,0.8163908545396198,0.8173133805927574,0.8181770870598083
0.7896000348062383,0.793062932375286,0.7961464857561531,0.7989092578737941,0.8013984432304412,0.8036524780159893,0.8057029678656126,0.8075761312359335,0.8092938937903922,0.8108747278619963,0.8123343033200723,0.8136859972522504,0.8149412967871366,0.8161101202065325,0.8172010749786407,0.8182216666594475,0.8191784692050488,0.8200772647373378,0.8209231589509769,0.821720676961281
