1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.48167721574383837,0.5047839564091677,0.529660606838053,0.5563795684365034,0.5851579171526186,0.6162527279475019,0.6499653389798282,0.6866533145746582,0.726745827168234,0.7707635991595774,0.8193454303524618,0.8732842277311398,0.9335734860370952,0.9933907642207355,0.9999952336513885,0.9999999985648429,0.9999999999994167,0.9999999999999996,1.0,1.0
0.47776823692906606,0.4999232026064134,0.5237078818572662,0.5491621656971492,0.5764676963626106,0.6058378277113597,0.6375190999764471,0.6717997697317207,0.7090205169506264,0.7495878785589062,0.7939915673561179,0.842827250672412,0.8968269789589062,0.9568060808412376,0.9989266711322405,0.999999311274724,0.9999999996361585,0.99999999999974,0.9999999999999998,1.0
0.47443142927072646,0.4957841366146567,0.5186563158247165,0.5430641719459369,0.569163599038293,0.5971365573741754,0.6271907316605376,0.659565897107499,0.6945417511447167,0.7324474401751251,0.7736734946546416,0.8186870841164008,0.8680517887510895,0.9224526014943928,0.9809116769362763,0.999902937000763,0.9999999239224698,0.9999999999347763,0.9999999999999247,0.9999999999999998
0.47098035214507156,0.4915118703036567,0.5134568508852466,0.5368105110642637,0.5617058735813258,0.5882973165623033,0.6167587798393073,0.647288450264659,0.6801144117784577,0.7155012745804699,0.7537582130572735,0.7952489188959079,0.8404040755866651,0.8897371003545009,0.943843444424022,0.9940081769932744,0.9999847205409035,0.9999999824554094,0.9999999999762963,0.9999999999999579
0.4680272029709208,0.487862062227982,0.5090253909110347,0.5314969941429577,0.5553929694219096,0.5808474930915767,0.6080100599858578,0.6370490763005211,0.6681561240410396,0.7015507900954687,0.7374863389075919,0.7762565291003956,0.8182038928392303,0.8637298276084413,0.9133065604507113,0.9670946714824026,0.9990802700422459,0.9999981587106256,0.9999999969840457,0.9999999999939744
0.4649655653151156,0.48408337270809504,0.5044464763831523,0.5260209379630096,0.5489075579386223,0.5732224295753953,0.5990933932847492,0.6266627572440782,0.6560904800463768,0.6875576238721101,0.7212702587287396,0.7574639897683645,0.7964092557365336,0.8384175214837646,0.8838484364798207,0.9331121511399948,0.9839163463052583,0.9998253402617955,0.9999995855503713,0.9999999990253912
0.46233942970291353,0.48084596596726664,0.5005300499137973,0.5213476006552651,0.5433879061960193,0.5667535750519181,0.5915564623894793,0.6179198091949076,0.6459807197436537,0.675892736606559,0.7078286403725742,0.7419835803945334,0.7785786019911496,0.8178645903750206,0.860126583834034,0.9056881603886241,0.9548160820564566,0.9955847204405541,0.9999756402610166,0.9999999281603295
0.4596104434444737,0.4774851212797916,0.49647010822385906,0.5165122481878717,0.5376902537854736,0.5600944531820087,0.583822285794147,0.6089799666277497,0.6356844004006815,0.6640650694755446,0.6942659874226068,0.7264477839772828,0.7607899393755079,0.7974931345204804,0.836781613373271,0.8789053420624904,0.9241395884616139,0.9720275227846337,0.9988688276209372,0.9999943670017886
0.45726423310129943,0.4745981928107912,0.49298699784183375,0.5123707828012686,0.5328201737369701,0.554416185726967,0.5772454304946605,0.6014014576763003,0.6269862940554969,0.6541118839318286,0.6829015031052014,0.7134911921245061,0.7460312056338917,0.7806874238016785,0.8176426069200241,0.8570972792171153,0.8992698192271552,0.9443655604243208,0.9880456490010475,0.9998037024476588
0.45482060882298503,0.47159369827814895,0.4893659709924837,0.5080715590666796,0.527773545189097,0.5485443239306086,0.5704605782359237,0.5936043520316376,0.6180642845228087,0.6439366943823969,0.6713265734661038,0.7003485240901963,0.7311276266008129,0.7638001767151257,0.7985141753497478,0.8354293752154334,0.8747165726211096,0.9165548626485343,0.960904719980695,0.9956376980979094
