1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7930850391555367,0.5212207812766159,2.866828754046868e-13,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7637267293325345,0.4850212365567593,2.656031946542574e-15,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999964245426547,0.7340294708038148,0.44492872202870754,1.8940641478453062e-17,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999988,0.8815029376750168,0.703200070826033,0.4001239690392905,1.0154829995233207e-19,0.0
1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999996,0.999999999999999,0.9999999999999963,0.9999999999999518,0.999999999652046,0.8381965987594479,0.6705737627246406,0.3495477208000663,3.974649009216348e-22,0.0
0.9999999999997765,0.9999999999997569,0.9999999999997327,0.9999999999997021,0.9999999999996619,0.9999999999996083,0.9999999999995329,0.9999999999994221,0.9999999999992479,0.999999999998948,0.9999999999983594,0.9999999999969522,0.9999999999922448,0.9999999999611956,0.9999999984100696,0.9437700048212965,0.800826628849995,0.635481545159298,0.29180200436052517,1.0954616505972215e-24,0.0
0.9999999979919676,0.9999999978187284,0.9999999976027285,0.9999999973271558,0.999999996965658,0.9999999964748764,0.9999999957791055,0.999999994735903,0.9999999930500723,0.9999999900250711,0.9999999836860144,0.9999999666173103,0.9999998933724271,0.9999989074403337,0.99673180544138,0.8807278109843453,0.7644573705393396,0.59716516662186,0.2249986495707784,2.0341802741498555e-27,0.0
0.9999889911007712,0.9999880659887321,0.9999869056572428,0.9999854137585473,0.9999834363176029,0.9999807136178075,0.9999767770711009,0.9999707050725827,0.9999604654701179,0.9999408071715365,0.999894577828434,0.9997399061071331,0.9987027467500939,0.982211806534054,0.9203317410736168,0.8373972471947994,0.7272509317121796,0.5546950965282902,0.14652304737229122,2.410524610133376e-30,0.0
0.998335556642612,0.9982086856780703,0.9980509402813922,0.9978502894470788,0.9975879380660083,0.9972331249261669,0.9967326210031615,0.9959879480682272,0.9948018075085507,0.9927413516524655,0.9887700848744301,0.9803327731669728,0.9621150996619855,0.9276190285602175,0.8733287164500325,0.7967420231264694,0.6879819392235053,0.5068658958355853,0.05404340922094155,1.7042830355915946e-33,0.0
0.9899663508672325,0.9892999754374555,0.9884891716464868,0.9874851725292447,0.9862163301465996,0.984574187364764,0.9823891642296093,0.9793870394804348,0.9751100755172281,0.9687765424535275,0.9590513921581375,0.9437580065139705,0.9197499409982951,0.8832747934531961,0.8304154164941655,0.7557113814104637,0.6455131416204356,0.45204045884594035,0.0010535189976258244,6.606344455129348e-37,0.0
